name,neighborhood,address
PHILLIP'S EXPRESS BUFFET,Inner Harbor,"301 light
Baltimore, MD"
PHILLIP'S OF HARBOR PLACE,Inner Harbor,"301 light st
Baltimore, MD"
PICCADELIS,Mount Vernon,"202 READ ST
Baltimore, MD"
PICKLES PUB,Inner Harbor,"520 WASHINGTON BLVD
Baltimore, MD"
PIER 5 HOTEL,Inner Harbor,"711 EASTERN AVE
Baltimore, MD"
PIMLICO TRACK KITCHEN  (PIMLICO RACE COURSE),Pimlico Good Neighbors,"Haward Ave
Baltimore, MD"
PIZZA PRESTO,Pulaski Industrial Area,"6500 EASTERN AVENUE
Baltimore, MD"
PIZZERIA UNO,Inner Harbor,"201 PRATT ST
Baltimore, MD"
"PLAZA SALOON, INC.",Downtown,"404 BALTIMORE ST
Baltimore, MD"
"POLISH NATIONAL ALLIANCE, COUNCIL 21",Fells Point,"1627 EASTERN AVE
Baltimore, MD"
POLLO REAL,Baltimore Highlands,"101 EATON ST
Baltimore, MD"
POLOCK JOHNNY'S,Morrell Park,"3212 WASHINGTON BLVD
Baltimore, MD"
POL'S CAFÂ,Canton,"2619 21 FOSTER AVE
Baltimore, MD"
PONCABIRD PUB/SNACK SHACK,Canton Industrial Area,"1719 PONCABIRD PASS
Baltimore, MD"
POPEYES FAMOUS FRIED CHICKEN,Dunbar-Broadway,"300 BROADWAY
Baltimore, MD"
POPEYES FAMOUS FRIED CHICKEN,Baltimore Highlands,"3400 PULASKI HWY
Baltimore, MD"
POPEYES FAMOUS FRIED CHICKEN,Rognel Heights,"4404 EDMONDSON AVE
Baltimore, MD"
POPEYES FAMOUS FRIED CHICKEN,Frankford,"5002 SINCLAIR LN
Baltimore, MD"
POPEYES FAMOUS FRIED CHICKEN,Winston-Govans,"5002 YORK RD
Baltimore, MD"
POPEYES FAMOUS FRIED CHICKEN,Rosemont East,"6642 BELAIR RD
Baltimore, MD"
POPEYES FAMOUS FRIED CHICKEN,Riverside,"887 FORT AVE
Baltimore, MD"
POPEYE'S FAMOUS FRIED CHICKEN & BISCUITS,Reisterstown Station,"6512 reisterstown RD
Baltimore, MD"
POPEYES OF MONDAWMIN,Mondawmin,"2401 LIBERTY HEIGHTS AVE
Baltimore, MD"
PORT IN A STORM,Kresson,"4330 LOMBARD ST
Baltimore, MD"
PORT TRUCK STOP BAR  RESTAURANT,Canton Industrial Area,"1701 CLINTON ST
Baltimore, MD"
PORTERS PUB,Federal Hill,"1032 RIVERSIDE AVE
Baltimore, MD"
REISTERSTOWN ROAD SUBWAY,Woodmere,"5520 REISTERSTOWN ROAD
Baltimore, MD"
RENAISSANCE HARBORPLACE HOTEL,Inner Harbor,"200 PRATT ST
Baltimore, MD"
RENAISSANCE HARBORPLACE HOTEL,Inner Harbor,"200 202 E PRATT ST
Baltimore, MD"
RENAISSANCE HARBORPLACE HOTEL,Inner Harbor,"200 202 E PRATT ST
Baltimore, MD"
RENAISSANCE HARBORPLACE HOTEL,Inner Harbor,"200 202 E PRATT ST
Baltimore, MD"
RENDEZVOUS  LOUNGE,Charles Village,"136 25TH ST
Baltimore, MD"
restaurante el trovador,Fells Point,"318 broadway
Baltimore, MD"
restaurate el salvador,Fells Point,"207 broadway
Baltimore, MD"
RICK'S BAR & GRILL,Curtis Bay,"5014 CURTIS AVE
Baltimore, MD"
RITA'S ITALIAN ICE,Fallstaff,"6796 REISTERSTOWN RD
Baltimore, MD"
ROBBIE'S NEST,Broadway East,"2250 NORTH AVE
Baltimore, MD"
ROBERT OLIVER SEAFOOD,Mid-Town Belvedere,"1225 CATHEDRAL ST
Baltimore, MD"
ROCCO'S CAPRICCIO,Little Italy,"242 HIGH ST
Baltimore, MD"
"ROCK ""N"" ROBIN CAFE",Brooklyn,"3733 HANOVER ST
Baltimore, MD"
ROCKET TO VENUS (3358-3360),Hampden,"3358 CHESTNUT AVE
Baltimore, MD"
RODOS  BAR,Fells Point,"719 BROADWAY
Baltimore, MD"
ROMAN'S PLACE,Baltimore-Linwood,"2 DECKER AVE
Baltimore, MD"
ROOTS UNLIMITED,Penrose/Fayette Street Outreach,"2148 VINE ST
Baltimore, MD"
ROPEWALK TAVERN,Federal Hill,"1209 CHARLES ST
Baltimore, MD"
ROSIE'S,Carrollton Ridge,"482 BENTALOU ST
Baltimore, MD"
ROSITAS RESTAURANT,Fells Point,"206 BROADWAY
Baltimore, MD"
ROYAL RESTAURANT,Downtown,"206 LEXINGTON ST
Baltimore, MD"
ROYAL VILLAGE,Federal Hill,"1033 LIGHT ST
Baltimore, MD"
"ROY'S EAST ATLANTIC I, LIMITED PARTNERSHIP",Inner Harbor,"720 ALICEANNA ST
Baltimore, MD"
RUB BARBEQUE,Riverside,"1843 LIGHT STREET
Baltimore, MD"
RUBY TUESDAY,Loch Raven,"1728 NORTHERN PKWY
Baltimore, MD"
RUBY TUESDAY,Charles Village,"3003 CHARLES ST
Baltimore, MD"
RUMOR BAR AND GRILL,McElderry Park,"2600 MONUMENT ST
Baltimore, MD"
RUSSELL SERNOCKY AMERICAN LEGION POST #184,New Southwest/Mount Clare,"1410 PRATT ST
Baltimore, MD"
RUSTY SCUPPER,Federal Hill,"402 KEY HWY
Baltimore, MD"
RUTH E'S PLACE,Millhill,"2696 WILKENS Ave
Baltimore, MD"
RUTH'S CHRIS STEAK HOUSE,Downtown,"600 WATER ST
Baltimore, MD"
RUTH'S CHRIS STEAK HOUSE,Inner Harbor,"711 EASTERN AVE
Baltimore, MD"
RUTLAND BAR,Broadway East,"1508 RUTLAND AVE
Baltimore, MD"
RYAN'S DAUGHTER,Chinquapin Park-Belvedere,"600 BELVEDERE AVE
Baltimore, MD"
RYLEIGH'S OYSTERS,Federal Hill,"36 CROSS ST
Baltimore, MD"
S.O.S BAR & LOUNGE,Baltimore-Linwood,"2511 FAYETTE ST
Baltimore, MD"
SABATINO'S RESTAURANT,Little Italy,"901 FAWN ST
Baltimore, MD"
saigon remembered restaurant,Mid-Govans,"5857 york rd
Baltimore, MD"
SAINT BENEDICT BOOSTER CLUB,Millhill,"2612 WILKENS AVE
Baltimore, MD"
SALSA RICO,Loyola/Notre Dame,"4501 CHARLES ST
Baltimore, MD"
SALSARITA'S FRESH CANTINA,Downtown,"324 BALTIMORE ST
Baltimore, MD"
SALT,Upper Fells Point,"2127 PRATT ST
Baltimore, MD"
SAMMY'S TRATTORIA,Mid-Town Belvedere,"1200 CHARLES ST
Baltimore, MD"
SAMOS RESTAURANT,Greektown,"600 OLDHAM ST
Baltimore, MD"
SAMPSON'S RESTAURANT,Poppleton,"946 FAYETTE ST
Baltimore, MD"
SAM'S BAGELS,Federal Hill,"915 LIGHT ST
Baltimore, MD"
SAND MAN,Canton,"708 BAYLIS ST
Baltimore, MD"
SANDPIPER,Poppleton,"1126 BALTIMORE ST
Baltimore, MD"
SANDY'S CAFE,Baltimore Highlands,"3601 PULASKI HWY
Baltimore, MD"
SANTA ANA RESTURANT,Fells Point,"246 BROADWAY
Baltimore, MD"
SBARRO INC.,Inner Harbor,"200 PRATT ST
Baltimore, MD"
SBARRO ITALIAN EATERY,Pulaski Industrial Area,"5625 O DONNELL ST
Baltimore, MD"
SCHAEFER'S BAR & RESTAURANT,SBIC,"121 RANDALL ST
Baltimore, MD"
SCORES,Penn-Fallsway,"615 FALLSWAY
Baltimore, MD"
serdenes restaurant,Pulaski Industrial Area,"5603 pulaski hwy
Baltimore, MD"
S'GHETTI EDDIE'S,Evergreen,"414 COLD SPRING LN
Baltimore, MD"
SHAFFERS,Washington Village,"1184 CLEVELAND ST
Baltimore, MD"
SHAHRAZAD'S INTERNATIONAL NEO-SOUL,Washington Village,"771 WASHINGTON BLVD
Baltimore, MD"
SHANE'S SANDWICH SHOP,Downtown,"142 FAYETTE ST
Baltimore, MD"
SHARKY'S BAR & GRILL,Canton,"2819 EASTERN AVE
Baltimore, MD"
SHED ROW,Upper Fells Point,"1901 GOUGH ST
Baltimore, MD"
SHELDON'S LOUNGE,Belair-Edison,"4325 BELAIR RD
Baltimore, MD"
SHERATON BALTIMORE CITY CTR HOTEL (BANQUET),Downtown,"101 FAYETTE ST
Baltimore, MD"
SHERATON INNER HARBOR HOTEL - ORIOLES GRILL,Inner Harbor,"300 CHARLES ST
Baltimore, MD"
SHERATON INNER HARBOR HOTEL -EMPLOYEE'S CAFETERIA,Inner Harbor,"300 CHARLES ST
Baltimore, MD"
SHERATON INNER HARBOR HOTEL-MAIN KITCHEN,Inner Harbor,"300 CHARLES ST
Baltimore, MD"
SHERRIES,Baltimore Highlands,"3821 PULASKI HWY
Baltimore, MD"
SHERRY'S PLACE,Fells Point,"238 BROADWAY
Baltimore, MD"
SHIRLEY'S  HONEY HOLE,Broadway East,"2300 OLIVER ST
Baltimore, MD"
SHORTY'S,Canton,"3301 FOSTER AVE
Baltimore, MD"
SHUCKERS OF FELLS POINT,Fells Point,"1629 THAMES ST
Baltimore, MD"
SHULA'S @ SHERATON BALTIMORE CITY CTR HOTEL,Downtown,"101 FAYETTE ST
Baltimore, MD"
SIDE  BAR  (218-220),Downtown,"218 lexington ST
Baltimore, MD"
SID'S TAVERN,Washington Village,"1100 WASHINGTON BLVD
Baltimore, MD"
SIGN OF THE TIMES  (137-39),Baltimore-Linwood,"137 BELNORD AVE
Baltimore, MD"
SIG'S BAR,Fells Point,"628 BROADWAY
Baltimore, MD"
SILK ROAD EXPRESS-MATTIN CENTER  J H U,Charles Village,"3400 CHARLES ST
Baltimore, MD"
SILK'S TAVERN,Canton,"2641 HUDSON ST
Baltimore, MD"
SILVER STAR RESTAURANT/CARRYOUT,East Baltimore Midway,"801 BONAPARTE AVE
Baltimore, MD"
SIP & BITE RESTAURANT,Canton,"2200 BOSTON ST
Baltimore, MD"
SIR'S DELI,Mid-Town Belvedere,"1101 ST PAUL #101 ST
Baltimore, MD"
SISSON STREET SUBWAY,Remington,"2725 SISSON STREET
Baltimore, MD"
SISTA'  SANDRA'S INTERNATIONAL CUSINE,Reisterstown Station,"6212 REISTERSTOWN RD
Baltimore, MD"
SKEETER'S,Morrell Park,"2506 WASHINGTON BLVD
Baltimore, MD"
SKY LOUNGE/ TANGO TAPAS,Federal Hill,"1041 MARSHALL ST
Baltimore, MD"
SKYBOX BAR & GRILL,Riverside,"823 FORT AVE
Baltimore, MD"
SLAINTE IRISH PUB & RESTAURANT,Fells Point,"1700 THAMES ST
Baltimore, MD"
SLIDERS BAR & GRILL,Inner Harbor,"504 WASHINGTON BLVD
Baltimore, MD"
SLIM ACE OF CLUB,Belair-Edison,"4200 BELAIR RD
Baltimore, MD"
SLY FOX PUB,Riverside,"554 FORT AVE
Baltimore, MD"
SMEDLY'S,Fells Point,"600 WOLFE ST
Baltimore, MD"
smiley's tavern,New Southwest/Mount Clare,"1525 RAMSAY ST
Baltimore, MD"
SMITH PLACE,East Baltimore Midway,"2006 HARFORD RD
Baltimore, MD"
SMITTIE'S BAR & LOUNGE,Coppin Heights/Ash-Co-East,"1660 WARWICK AVE
Baltimore, MD"
SOBO CAFE'  (6-8 W. CROSS ST.),Federal Hill,"6 CROSS ST
Baltimore, MD"
SODEXHO  sunpapers,Port Covington,"300 CROMWELL ST
Baltimore, MD"
"SODEXHO MANAGEMENT, INC.",Carroll - Camden Industrial Area,"1800 WASHINGTON BLVD
Baltimore, MD"
SODEXHO MANAGEMENT. INC,Mount Vernon,"501 CALVERT ST
Baltimore, MD"
SODEXHO/ FEDERAL RESERVE BANK,Otterbein,"502 SHARP ST
Baltimore, MD"
SOFI'S CREPES,Downtown,"333 charles ST
Baltimore, MD"
SONAR,Downtown,"407 SARATOGA ST
Baltimore, MD"
SON-SON LIQUOR & TAVERN,Downtown,"308 EUTAW ST
Baltimore, MD"
SOTTO SOPRA,Downtown,"405 CHARLES ST
Baltimore, MD"
SOUL SOURCE,Midtown-Edmondson,"2101 EDMONDSON AVE
Baltimore, MD"
SOUP'S ON BALTIMORE,Mid-Town Belvedere,"11 PRESTON STREET
Baltimore, MD"
SOUTHERN ACCENTS,Fells Point,"814 BROADWAY
Baltimore, MD"
SOUTHSIDE SALOON,Riverside,"430 FORT AVE
Baltimore, MD"
SOUVLAKI  PLACE,Greektown,"4706 EASTERN ave
Baltimore, MD"
SPARTAN PIZZERIA RESTAURANT,Highlandtown,"3600 EASTERN AVE
Baltimore, MD"
SPEAKEASY SALOON,Canton,"2840 O DONNELL ST
Baltimore, MD"
SPECTRUM CATERING,Downtown,"12 EUTAW ST
Baltimore, MD"
SPIRITS & MORE,Penrose/Fayette Street Outreach,"255 PAYSON ST
Baltimore, MD"
SPIRITS TAVERN,Upper Fells Point,"1901 BANK ST
Baltimore, MD"
"SPIRITS WEST,INC",Millhill,"2601 WILKENS AVE
Baltimore, MD"
SPOONS COFFEE,Federal Hill,"24 CROSS ST
Baltimore, MD"
SPORTS CAFE,Canton,"1224 CLINTON ST
Baltimore, MD"
SPORTS PALACE,Pimlico Good Neighbors,"Hayward Ave
Baltimore, MD"
SPORTSMAN LOUNGE BAR,Howard Park,"4725 GWYNN OAK AVE
Baltimore, MD"
SPORTSMAN SPOT,Greektown,"501 LEHIGH ST
Baltimore, MD"
"SPORTSTERS, INC.",Carrollton Ridge,"2148 WILKENS AVE
Baltimore, MD"
ST. MARY'S (118-120),Charles Village,"118 25TH ST
Baltimore, MD"
STADIUM LOUNGE,Oakenshawe,"3351 53 GREENMOUNT AVE
Baltimore, MD"
STAGE DOOR/ENCORE,Downtown,"5 COMMERCE ST
Baltimore, MD"
STALKING HORSE,Federal Hill,"26 CROSS ST
Baltimore, MD"
STANLEY'S DRIVE INN,Orangeville,"4215 MONUMENT ST
Baltimore, MD"
STARBUCKS,Inner Harbor,"301 LIGHT ST
Baltimore, MD"
STARBUCKS  COFFEE #746,Sabina-Mattfeldt,"1340 SMITH AVE
Baltimore, MD"
STARBUCKS COFFEE,Canton,"2400 BOSTON ST
Baltimore, MD"
STARBUCKS COFFEE,Charles Village,"3201 ST PAUL ST
Baltimore, MD"
STARBUCKS COFFEE COMPANY,Downtown,"1 EUTAW ST
Baltimore, MD"
STARBUCKS CORPORATION,Mid-Town Belvedere,"1209 CHARLES ST
Baltimore, MD"
STARLITE LOUNGE,Shipley Hill,"2701 FAIRMOUNT AVE
Baltimore, MD"
STARTERS TAVERN,Cherry Hill,"3311 ANNAPOLIS RD
Baltimore, MD"
STATION NORTH ARTS CAFÂ,Charles North,"1816 CHARLES ST
Baltimore, MD"
STEELWORKERS HOLDING COMPANY,Pulaski Industrial Area,"540 DUNDALK AVE
Baltimore, MD"
STEEPLE CHASE II,Biddle Street,"2401 CHASE ST
Baltimore, MD"
STOCKMARKET BAR,Brooklyn,"3538 HANOVER ST
Baltimore, MD"
SUBWAY,Oliver,"1400 NORTH AVE
Baltimore, MD"
SUBWAY,Stonewood-Pentwood-Winston,"1700 COLDSPRING LN
Baltimore, MD"
subway,Downtown,"200 lexington st
Baltimore, MD"
SUBWAY,Lakeland,"2149 PATAPSCO AVE
Baltimore, MD"
SUBWAY,Downtown,"423 BALTIMORE ST
Baltimore, MD"
SUBWAY,Dunbar-Broadway,"600 WOLFE ST
Baltimore, MD"
SUBWAY,Violetville,"900 CATON AVE
Baltimore, MD"
SUBWAY  RESTAURANT,Fells Point,"632 BROADWAY
Baltimore, MD"
SUBWAY 1301 N. CHARLES ST,Mid-Town Belvedere,"1301 CHARLES ST
Baltimore, MD"
SUGAR HILL TAVERN & PKG.,Penn North,"2361 DRUID HILL AVE
Baltimore, MD"
SUN FLOWER DELI,Charles Village,"2436 CHARLES ST
Baltimore, MD"
SUN HING CHINESE FOOD CARRYOUT,SBIC,"1451 LIGHT ST
Baltimore, MD"
SUNLIGHT LOUNGE,Fells Point,"1713 EASTERN AVE
Baltimore, MD"
"SURN-N-JOE""S",Loyola/Notre Dame,"4501 CHARLES ST
Baltimore, MD"
SURVIVOR'S SPORTS BAR (606-08),Brooklyn,"606 PATAPSCO AVE
Baltimore, MD"
SUSHI-SAN RESTAURANT,Canton,"2748 LIGHTHOUSE POINT
Baltimore, MD"
SUZIE' SOBA,Downtown,"7 CALVERT ST
Baltimore, MD"
SUZIE'S SOBA,Hampden,"1009 36TH ST
Baltimore, MD"
SWEET MELON CAFÂ,Downtown,"111 CHARLES ST
Baltimore, MD"
SWEET RETREAT CAFÂ,Charles Village,"3215 CHARLES ST
Baltimore, MD"
SZE-CHUAN RESTAURANT,Federal Hill,"1125 CHARLES ST
Baltimore, MD"
T N C. INC. (4106-4108),Irvington,"4106 FREDERICK AVE
Baltimore, MD"
T.D.F. CORPORATION,Violetville,"1401 BLOOMFIELD AVE
Baltimore, MD"
TABRIZI'S,Inner Harbor,"500 HARBORVIEW DR
Baltimore, MD"
TACO BELL,Ellwood Park/Monument,"3319 PULASKI HWY
Baltimore, MD"
TACO BELL & LONG JOHN SILVERS,Lakeland,"3110 HOLLINS FERRY RD
Baltimore, MD"
TACO FIESTA,Inner Harbor,"618 EXETER ST
Baltimore, MD"
TAKI'S PIZZA CARRYOUT RESTAURANT,Fells Point,"527 BROADWAY
Baltimore, MD"
TALAY THAI GRILLE,Fells Point,"1911 ALICEANNA ST
Baltimore, MD"
TALKING HEAD CLUB,Downtown,"203 DAVIS ST
Baltimore, MD"
TAMBER'S,Charles Village,"3327 ST PAUL ST
Baltimore, MD"
TAM-TAM,Mid-Govans,"5722 YORK RD
Baltimore, MD"
TAPAS TEATRO CAFÂ,Charles North,"1711 CHARLES ST
Baltimore, MD"
TASTE,Mid-Govans,"510 BELVEDERE AVE
Baltimore, MD"
TASTE INTERNATIONAL RESTAURANT,Curtis Bay Industrial Area,"4314 CURTIS AVE
Baltimore, MD"
TASTE INTERNATIONAL RESTAURANT & LOUNGE/BAR,Curtis Bay Industrial Area,"4314 CURTIS AVENUE
Baltimore, MD"
TAYLOR'S 5000 TAVERN,Curtis Bay,"5000 PENNINGTON AVE
Baltimore, MD"
TAYLORS EAST,Berea,"1201 POTOMAC ST
Baltimore, MD"
TEN-O-SIX,Federal Hill,"1006 LIGHT ST
Baltimore, MD"
TEQUILA SUNSET,Penn North,"2705 PENNSYLVANIA AVE
Baltimore, MD"
THAI  LANDING,Mid-Town Belvedere,"1207 CHARLES ST
Baltimore, MD"
THAI ARROY RESTAURANT,Federal Hill,"1019 LIGHT ST
Baltimore, MD"
THAI RESTAURANT,Oakenshawe,"3316 GREENMOUNT AVE
Baltimore, MD"
THE 8 x 10,Federal Hill,"10 CROSS ST
Baltimore, MD"
THE ADMIRAL'S CUP,Fells Point,"1645 THAMES ST
Baltimore, MD"
THE AMERICAN LEGION,Morrell Park,"1508 DESOTO RD
Baltimore, MD"
THE BALTIMORE SYMPHONY ORCHESTRA,Mid-Town Belvedere,"1212 CATHEDRAL ST
Baltimore, MD"
"THE BALTIMORE VETS ASSOC., INC. CHPT #451",Holabird Industrial Park,"6401 BECKLEY ST
Baltimore, MD"
THE BICYCLE,SBIC,"1444 LIGHT ST
Baltimore, MD"
THE BISTRO,Fells Point,"1718 LANCASTER ST
Baltimore, MD"
THE BRASS ELEPHANT,Mount Vernon,"924 CHARLES ST
Baltimore, MD"
THE BREWER'S ART,Mid-Town Belvedere,"1106 CHARLES ST
Baltimore, MD"
THE BROOKSHIRE  INNER  HARBOR  SUITE  HOTEL,Inner Harbor,"120 LOMBARD ST
Baltimore, MD"
THE CANTON LIQUOR HOUSE,Fells Point,"1822 FLEET ST
Baltimore, MD"
THE CAPITAL GRILLE,Inner Harbor,"500 PRATT ST
Baltimore, MD"
THE CARIBBEAN AMERICAN HEAT,Howard Park,"4740 LIBERTY HEIGHTS AVE
Baltimore, MD"
THE CATS EYE PUB,Fells Point,"1730 THAMES ST
Baltimore, MD"
The Chameleon Cafâ€š',Lauraville,"4341 harford rd
Baltimore, MD"
THE CHEESECAKE  FACTORY,Inner Harbor,"201 PRATT ST
Baltimore, MD"
THE CHINA DOLL,Downtown,"406 PARK AVE
Baltimore, MD"
THE CRAB PIT,Gwynns Falls,"2801 WILKENS AVE
Baltimore, MD"
THE DEN LLC,Charles Village,"3327 ST PAUL ST
Baltimore, MD"
THE DEPOT,Charles North,"1728 CHARLES ST
Baltimore, MD"
THE DRINKERY,Mount Vernon,"203 READ ST
Baltimore, MD"
THE EDGE BAR & LOUNGE,Broadway East,"2015 FEDERAL ST
Baltimore, MD"
THE EDGE BAR & LOUNGE - KITCHEN AREA,Broadway East,"2015 FEDERAL ST
Baltimore, MD"
THE ENGINEER'S SOCIETY OF BALTIMORE,Mount Vernon,"11 MOUNT VERNON PL
Baltimore, MD"
THE EVERGREEN,Roland Park,"501 COLDSPRING LN
Baltimore, MD"
THE FAIRMOUNT INN,Baltimore Highlands,"3537 FAIRMOUNT AVE
Baltimore, MD"
THE GARDENVILLE CLUB,Frankford,"5405 RADECKE AVE
Baltimore, MD"
THE GARRETT LOUNGE,Coldstream Homestead Montebello,"2510 GARRETT AVE
Baltimore, MD"
THE GENTLEMAN'S GOLD CLUB,Armistead Gardens,"5801 PULASKI HWY
Baltimore, MD"
THE GIN  MILL,Canton,"2300 BOSTON ST
Baltimore, MD"
THE GLASS GRILL,Eastwood,"6804 EASTERN AVE
Baltimore, MD"
THE GODDESS,Downtown,"36 EUTAW ST
Baltimore, MD"
THE GREENE TURTLE,Fells Point,"722 BROADWAY
Baltimore, MD"
THE HOLLOW BAR & GRILL,Rosebank,"5921 YORK RD
Baltimore, MD"
THE HORSE YOU CAME IN ON,Fells Point,"1626 THAMES ST
Baltimore, MD"
THE HUBCAP INN,Cedmont,"6003 BELAIR RD
Baltimore, MD"
THE IBIS TAVERN,Westfield,"6016 HARFORD RD
Baltimore, MD"
"THE INNER HARBOR MARINA OF BALTIMORE, INC.",Federal Hill,"400 KEY HWY
Baltimore, MD"
THE LAUGHING PINT,Highlandtown,"3531 GOUGH ST
Baltimore, MD"
THE LIFE OF REILLY IRISH PUB & RESTAURANT,Butcher's Hill,"2031 FAIRMOUNT AVE
Baltimore, MD"
THE LODGE BAR,Downtown,"10 MARKET PL
Baltimore, MD"
THE LOOP,Irvington,"4238 FREDERICK AVE
Baltimore, MD"
THE MORNING EDITION CAFE,Patterson Place,"153 PATTERSON PARK AVE
Baltimore, MD"
THE NEW 2 O'CLOCK CLUB,Downtown,"414 BALTIMORE ST
Baltimore, MD"
THE NEW BUCKETT'S LOUNGE,Broadway East,"1432 CHESTER ST
Baltimore, MD"
THE NEW CASSELL (KITCHEN AREA),Baltimore-Linwood,"1 CURLEY ST
Baltimore, MD"
THE NEW CASSELL'S,Baltimore-Linwood,"1 CURLEY ST
Baltimore, MD"
THE NEW HAVEN LOUNGE,Hillen,"1552 HAVENWOOD RD
Baltimore, MD"
THE NEW WYMAN PARK RESTAURANT,Charles Village,"138 25TH ST
Baltimore, MD"
THE NORTHEAST TAVERN,Westfield,"6016 HARFORD RD
Baltimore, MD"
THE OCEANAIRE SEAFOOD ROOM,Inner Harbor,"801 ALICEANNA ST
Baltimore, MD"
THE OPPOSITE SIDEWALK SALOON,Hollins Market,"132 CAREY ST
Baltimore, MD"
THE PLACE,Downtown,"315 FRANKLIN ST
Baltimore, MD"
THE PREAKNESS LOUNGE,Greenspring,"4103 PIMLICO RD
Baltimore, MD"
"THE PRIME RIB, INCORPORATED",Mid-Town Belvedere,"1101 CALVERT ST
Baltimore, MD"
THE QUEST,Brewers Hill,"3607 FLEET ST
Baltimore, MD"
THE RED STAR BAR & GRILL,Fells Point,"906 WOLFE ST
Baltimore, MD"
THE ROWAN TREE,SBIC,"1633 CHARLES ST
Baltimore, MD"
THE SHAMROCK INN,Westfield,"6044 HARFORD RD
Baltimore, MD"
THE WALTERS ART GALLERY,Otterbein,"600 CHARLES ST
Baltimore, MD"
THE WATERFRONT HOTEL,Fells Point,"1710 THAMES ST
Baltimore, MD"
THE WHARF RAT CAMDEN YARDS,Inner Harbor,"206 PRATT ST
Baltimore, MD"
"THE WHISPERING WIND, LLC",Baltimore-Linwood,"2711 FAYETTE ST
Baltimore, MD"
THE WINE MARKET (SUITE 135),Riverside,"921 FORT AVE
Baltimore, MD"
THE YABBA POT,Charles Village,"2433 ST PAUL ST
Baltimore, MD"
THIRSTY'S II,Cedmont,"6037 BELAIR RD
Baltimore, MD"
THORNTON'S PUB,Locust Point,"1538 CLEMENT ST
Baltimore, MD"
THREE  ACE'S,Belair-Edison,"3534 belair RD
Baltimore, MD"
THREE KINGS OF EGYPT,Federal Hill,"1027 LIGHT ST
Baltimore, MD"
THUMPER'S,Curtis Bay Industrial Area,"4600 CURTIS AVE
Baltimore, MD"
TIBURZI'S CAFÂ LLC,Canton,"900 KENWOOD AVE
Baltimore, MD"
TIJUANA TACOS & DELI,Canton,"2224 FLEET ST
Baltimore, MD"
TIME CAFÂ,Riverside,"1107 LIGHT ST
Baltimore, MD"
TIMOTHY DEAN BISTRO,Upper Fells Point,"1717 EASTERN AVE
Baltimore, MD"
TIO PEPE RESTAURANTE,Mount Vernon,"10 FRANKLIN ST
Baltimore, MD"
TIR NA NOG BAR & GRILL,Inner Harbor,"201 PRATT ST
Baltimore, MD"
TODD CONNERS,Fells Point,"700 BROADWAY
Baltimore, MD"
TOM & OLIVE'S CAFE,Madison-Eastend,"2942 MONUMENT ST
Baltimore, MD"
TOMMY'S LOUNGE,Highlandtown,"200 CONKLING ST
Baltimore, MD"
TOM'S BAR,Greektown,"4719 EASTERN AVE
Baltimore, MD"
TONY'S PLACE,Waverly,"3801 OLD YORK RD
Baltimore, MD"
TORAIN'S  HIDE-A-WAY,Broadway East,"1701 ELLSWORTH ST
Baltimore, MD"
TOWER TERRACE RESTAURANT,Dunbar-Broadway,"600 WOLFE ST
Baltimore, MD"
TRACEY'S  LOUNGE,Greektown,"301 MACON ST
Baltimore, MD"
TRAVELERS LOUNGE,Holabird Industrial Park,"6500 HOLABIRD AVE
Baltimore, MD"
TREMONT GRAND CAFÂ,Downtown,"225 CHARLES ST
Baltimore, MD"
TREMONT HOTEL/8 EAST RESTAURANT,Downtown,"8 PLEASANT ST
Baltimore, MD"
TREMONT PLAZA DELI,Downtown,"222 ST PAUL PL
Baltimore, MD"
TREMPER INC.,Canton,"3242 FOSTER AVE
Baltimore, MD"
TRINIDAD ASSOCIATES,Arlington,"5402 PARK HEIGHTS AVE
Baltimore, MD"
TRIP PLACE,Charles North,"1813 CHARLES ST
Baltimore, MD"
TROPICAL TASTE RESTAURANT,Woodmere,"5205 REISTERSTOWN RD
Baltimore, MD"
TRUFFLES & TEA,Cross Keys,"5100 FALLS RD
Baltimore, MD"
TRUST CHINESE RESTAURANT,Washington Village,"758 WASHINGTON BLVD
Baltimore, MD"
TSUNAMI BALTIMORE,Little Italy,"1300 BANK ST
Baltimore, MD"
TUG'S RESTAURANT-TREMONT PLAZA HOTEL,Downtown,"222 ST PAUL PL
Baltimore, MD"
TURF BAR & LOUNGE,Downtown,"226 FAYETTE ST
Baltimore, MD"
TURNER'S CAFE,Federal Hill,"12 CROSS st
Baltimore, MD"
TURNTABLE LIMITED,Middle East,"2139 JEFFERSON ST
Baltimore, MD"
TWINS SUBWAY,Downtown,"1 HOWARD ST
Baltimore, MD"
TWO SISTERS GRILLE,Charles Village,"127 27TH ST
Baltimore, MD"
"TYSON PLACE, INC.  ( A.K.A 227 W CHASE ST)",Mid-Town Belvedere,"870 PARK AVE
Baltimore, MD"
Tyson's Tavern,Canton,"2112 FLEET ST
Baltimore, MD"
TYSON'S TAVERN,Canton,"2112 FLEET ST
Baltimore, MD"
UNCLE LEE'S AT THE HARBOR,Downtown,"44 SOUTH ST
Baltimore, MD"
UNCLE WALT'S PLACE,Morrell Park,"2351 WASHINGTON BLVD
Baltimore, MD"
UNION HOLDING COMPANY,Pulaski Industrial Area,"550 DUNDALK AVE
Baltimore, MD"
